Name:;Data 8199 2391 4/19/2024 14:37:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Owner:;VLIR-UOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comments:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acquisition Date:;4/19/2024 2:37:37 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
&Instrument:;34972A;Address:;USB0::2391::8199::MY57007646::0::INSTR;Modules:;1;Slot1:;34901A;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Channels:;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Test;Low;High;HWAlarm;;;;;;;;;;;;;;;;;;;;
522;4/19/2024 14:54:59:217;77.462;0;78.377;0;77.544;0;77.842;0;80.249;0;64.447;0;81.532;0;82.361;0;80.316;0;17.118;0;44.039;0;69.835;0;68.199;0;68.191;0;72.882;0;16.883;0
523;4/19/2024 14:55:01:217;77.711;0;78.603;0;77.715;0;77.974;0;80.381;0;64.564;0;81.552;0;82.394;0;80.309;0;17.118;0;44.168;0;70.089;0;68.288;0;68.265;0;73.373;0;16.883;0
524;4/19/2024 14:55:03:217;77.963;0;78.852;0;77.971;0;78.164;0;80.581;0;64.983;0;81.646;0;82.325;0;80.474;0;17.105;0;44.371;0;70.178;0;68.346;0;68.316;0;73.789;0;16.881;0
525;4/19/2024 14:55:05:217;78.209;0;79.083;0;78.159;0;78.385;0;80.795;0;65.13;0;81.732;0;82.229;0;80.715;0;17.102;0;44.611;0;70.203;0;68.479;0;68.494;0;74.102;0;16.862;0
526;4/19/2024 14:55:07:217;78.435;0;79.261;0;78.207;0;78.604;0;80.983;0;65.214;0;81.935;0;82.201;0;80.941;0;17.084;0;44.828;0;70.252;0;68.616;0;68.7;0;74.34;0;16.868;0
527;4/19/2024 14:55:09:217;78.648;0;79.441;0;78.177;0;78.807;0;81.178;0;65.357;0;82.202;0;82.262;0;81.134;0;17.084;0;44.923;0;70.297;0;68.705;0;68.954;0;74.506;0;16.841;0
528;4/19/2024 14:55:11:217;78.852;0;79.609;0;78.278;0;78.992;0;81.366;0;65.583;0;82.337;0;82.394;0;81.365;0;17.07;0;45.003;0;70.404;0;68.959;0;68.959;0;74.686;0;16.865;0
529;4/19/2024 14:55:13:217;79.065;0;79.779;0;78.469;0;79.193;0;81.614;0;65.823;0;82.395;0;83;0;81.613;0;17.093;0;45.112;0;70.572;0;69.124;0;69.094;0;74.891;0;16.857;0
530;4/19/2024 14:55:15:217;79.266;0;79.921;0;78.706;0;79.396;0;81.674;0;65.925;0;82.405;0;83.838;0;81.886;0;17.11;0;45.241;0;70.838;0;69.343;0;69.235;0;75.121;0;16.866;0
531;4/19/2024 14:55:17:217;79.431;0;80.087;0;78.976;0;79.605;0;81.582;0;65.857;0;82.406;0;84.139;0;82.156;0;17.087;0;45.329;0;71.047;0;69.437;0;69.444;0;75.34;0;16.886;0
532;4/19/2024 14:55:19:217;79.657;0;80.293;0;79.275;0;79.797;0;81.625;0;65.696;0;82.425;0;84.097;0;82.455;0;17.11;0;45.37;0;71.283;0;69.703;0;69.682;0;75.571;0;16.892;0
533;4/19/2024 14:55:21:217;79.842;0;80.485;0;79.529;0;80.031;0;81.699;0;65.759;0;82.447;0;84.034;0;82.776;0;17.127;0;45.375;0;71.41;0;69.891;0;69.917;0;75.764;0;16.899;0
534;4/19/2024 14:55:23:217;80.035;0;80.682;0;79.819;0;80.257;0;81.81;0;65.849;0;82.617;0;84.011;0;83.092;0;17.105;0;45.342;0;71.535;0;70.021;0;70.214;0;75.963;0;16.896;0
535;4/19/2024 14:55:25:217;80.21;0;80.87;0;80.071;0;80.437;0;82.119;0;66.184;0;83.069;0;84.116;0;83.318;0;17.099;0;45.42;0;71.639;0;70.321;0;70.354;0;76.232;0;16.901;0
536;4/19/2024 14:55:27:217;80.593;0;81.028;0;80.335;0;80.557;0;82.562;0;66.533;0;84.152;0;84.123;0;83.57;0;17.101;0;45.577;0;71.7;0;70.789;0;70.532;0;76.443;0;16.883;0
537;4/19/2024 14:55:29:217;81.168;0;81.15;0;80.569;0;80.785;0;82.971;0;66.879;0;84.841;0;84.126;0;83.867;0;17.083;0;45.732;0;71.85;0;71.068;0;70.799;0;76.601;0;16.893;0
538;4/19/2024 14:55:31:217;81.259;0;81.295;0;80.744;0;81.011;0;83.268;0;67.077;0;85.003;0;84.118;0;84.088;0;17.101;0;45.879;0;72.112;0;71.366;0;71.063;0;76.547;0;16.88;0
539;4/19/2024 14:55:33:217;81.34;0;81.475;0;80.92;0;81.232;0;83.553;0;67.252;0;85.062;0;84.273;0;84.281;0;17.096;0;45.995;0;72.361;0;71.729;0;71.211;0;76.25;0;16.885;0
540;4/19/2024 14:55:35:217;81.411;0;81.684;0;81.125;0;81.725;0;83.649;0;67.298;0;85.267;0;85.525;0;84.479;0;17.083;0;46.106;0;72.658;0;71.8;0;71.267;0;76.202;0;16.872;0
541;4/19/2024 14:55:37:217;81.533;0;81.91;0;81.27;0;81.981;0;83.57;0;67.41;0;85.432;0;86.584;0;84.639;0;17.078;0;46.232;0;73.039;0;72.039;0;71.33;0;76.39;0;16.893;0
542;4/19/2024 14:55:39:217;81.734;0;82.176;0;81.392;0;81.989;0;83.598;0;67.585;0;85.575;0;86.763;0;84.708;0;17.072;0;46.302;0;73.352;0;72.077;0;71.523;0;76.527;0;16.878;0
543;4/19/2024 14:55:41:217;81.889;0;82.424;0;81.511;0;82.116;0;83.719;0;67.767;0;85.726;0;86.704;0;84.751;0;17.09;0;46.368;0;73.512;0;72.118;0;71.686;0;76.453;0;16.888;0
544;4/19/2024 14:55:43:217;82.039;0;82.653;0;81.683;0;82.284;0;84.086;0;67.73;0;85.871;0;86.622;0;84.82;0;17.087;0;46.44;0;73.489;0;72.357;0;71.874;0;76.444;0;16.896;0
545;4/19/2024 14:55:45:217;82.311;0;82.852;0;81.909;0;82.434;0;84.485;0;67.475;0;85.954;0;86.54;0;84.941;0;17.104;0;46.532;0;73.468;0;72.593;0;72.068;0;76.784;0;16.908;0
546;4/19/2024 14:55:47:217;83.423;0;83.048;0;82.159;0;82.563;0;84.793;0;67.245;0;85.946;0;86.515;0;85.125;0;17.104;0;46.682;0;73.425;0;72.888;0;72.315;0;77.308;0;16.9;0
547;4/19/2024 14:55:49:217;84.041;0;83.248;0;82.355;0;82.718;0;84.993;0;67.154;0;85.952;0;86.568;0;85.243;0;17.109;0;46.835;0;73.55;0;73.101;0;72.515;0;77.772;0;16.918;0
548;4/19/2024 14:55:51:217;83.756;0;83.438;0;82.555;0;82.919;0;85.162;0;67.173;0;86.142;0;86.594;0;85.376;0;17.133;0;46.986;0;73.88;0;73.17;0;72.607;0;78.191;0;16.928;0
549;4/19/2024 14:55:53:217;83.512;0;83.756;0;82.832;0;83.134;0;85.377;0;67.162;0;86.73;0;86.56;0;85.522;0;17.098;0;47.141;0;74.299;0;73.348;0;72.757;0;78.554;0;16.913;0
550;4/19/2024 14:55:55:217;83.387;0;84.246;0;83.148;0;83.33;0;85.589;0;67.291;0;87.114;0;86.53;0;85.745;0;17.129;0;47.254;0;74.7;0;73.503;0;72.804;0;78.938;0;16.914;0
551;4/19/2024 14:55:57:217;83.443;0;84.397;0;83.356;0;83.528;0;85.655;0;67.501;0;87.373;0;86.612;0;86.067;0;17.102;0;47.334;0;75.239;0;73.68;0;72.997;0;79.358;0;16.919;0
552;4/19/2024 14:55:59:217;83.608;0;84.524;0;83.644;0;83.759;0;85.761;0;67.807;0;87.592;0;86.752;0;86.413;0;17.109;0;47.405;0;75.947;0;73.858;0;73.101;0;79.668;0;16.914;0
553;4/19/2024 14:56:01:217;83.765;0;84.683;0;83.98;0;83.99;0;86.065;0;68.175;0;87.754;0;86.918;0;86.706;0;17.104;0;47.407;0;76.679;0;73.904;0;73.246;0;80.006;0;16.909;0
554;4/19/2024 14:56:03:217;83.89;0;84.876;0;84.229;0;84.15;0;86.394;0;68.609;0;87.785;0;87.093;0;86.986;0;17.104;0;47.449;0;77.37;0;74.188;0;73.431;0;80.418;0;16.903;0
555;4/19/2024 14:56:05:217;84.179;0;85.061;0;84.437;0;84.292;0;86.493;0;68.886;0;87.762;0;87.251;0;87.185;0;17.117;0;47.485;0;77.936;0;74.318;0;73.553;0;80.743;0;16.874;0
556;4/19/2024 14:56:07:217;84.893;0;85.348;0;84.635;0;84.45;0;86.223;0;68.759;0;87.744;0;87.473;0;87.381;0;17.104;0;47.583;0;78.426;0;74.219;0;73.467;0;80.931;0;16.893;0
557;4/19/2024 14:56:09:217;84.974;0;85.676;0;84.874;0;84.689;0;85.849;0;69.074;0;87.769;0;87.687;0;87.6;0;17.104;0;47.683;0;78.652;0;74.077;0;73.558;0;81.136;0;16.914;0
558;4/19/2024 14:56:11:217;85.109;0;85.835;0;85.085;0;84.92;0;85.924;0;69.289;0;87.834;0;87.913;0;87.817;0;17.1;0;47.813;0;78.878;0;74.069;0;73.708;0;81.306;0;16.888;0
559;4/19/2024 14:56:13:217;85.193;0;85.998;0;85.308;0;85.151;0;86.385;0;69.8;0;87.916;0;88.12;0;87.908;0;17.105;0;47.878;0;79.033;0;74.074;0;73.823;0;81.543;0;16.914;0
560;4/19/2024 14:56:15:217;85.317;0;86.234;0;85.546;0;85.397;0;86.808;0;70.273;0;88.011;0;88.284;0;87.999;0;17.097;0;47.931;0;79.155;0;74.175;0;73.878;0;81.822;0;16.893;0
561;4/19/2024 14:56:17:217;85.45;0;86.439;0;85.783;0;85.649;0;87.106;0;70.686;0;88.158;0;88.423;0;88.06;0;17.13;0;47.967;0;79.173;0;74.249;0;73.996;0;82.072;0;16.915;0
562;4/19/2024 14:56:19:217;85.602;0;86.672;0;85.979;0;85.857;0;87.292;0;71.08;0;88.309;0;88.55;0;88.192;0;17.119;0;47.941;0;79.127;0;74.493;0;74.159;0;82.242;0;16.918;0
563;4/19/2024 14:56:21:217;85.78;0;86.881;0;86.104;0;86.109;0;87.593;0;71.289;0;88.481;0;88.725;0;88.362;0;17.132;0;47.822;0;79.152;0;74.792;0;74.26;0;82.394;0;16.928;0
564;4/19/2024 14:56:23:217;86.037;0;87.081;0;86.237;0;86.328;0;87.944;0;71.372;0;88.549;0;89.261;0;88.618;0;17.127;0;47.682;0;79.325;0;75.145;0;74.443;0;82.529;0;16.936;0
565;4/19/2024 14:56:25:217;86.287;0;87.253;0;86.4;0;86.642;0;88.252;0;71.743;0;88.631;0;90.06;0;88.939;0;17.14;0;47.56;0;79.371;0;75.346;0;74.651;0;82.62;0;16.936;0
566;4/19/2024 14:56:27:217;86.544;0;87.432;0;86.636;0;86.782;0;88.529;0;72.165;0;88.728;0;90.623;0;89.206;0;17.126;0;47.517;0;79.462;0;75.58;0;74.894;0;82.732;0;16.921;0
567;4/19/2024 14:56:29:217;86.786;0;87.587;0;86.905;0;86.945;0;88.92;0;72.617;0;88.922;0;91.632;0;89.413;0;17.128;0;47.651;0;79.569;0;75.582;0;75.09;0;82.914;0;16.911;0
568;4/19/2024 14:56:31:217;87.015;0;87.783;0;87.163;0;87.153;0;89.344;0;72.86;0;89.227;0;93.621;0;89.589;0;17.119;0;47.996;0;79.812;0;75.608;0;75.382;0;83.021;0;16.908;0
569;4/19/2024 14:56:33:217;87.244;0;87.945;0;87.37;0;87.362;0;89.587;0;72.955;0;89.837;0;93.145;0;89.846;0;17.108;0;48.303;0;79.962;0;75.732;0;75.572;0;83.081;0;16.895;0
570;4/19/2024 14:56:35:217;87.417;0;88.144;0;87.589;0;87.54;0;89.768;0;72.894;0;90.365;0;92.506;0;90.05;0;17.101;0;48.532;0;80.066;0;75.829;0;75.615;0;83.013;0;16.924;0
571;4/19/2024 14:56:37:217;87.685;0;88.421;0;87.785;0;87.675;0;89.977;0;72.762;0;90.655;0;92.07;0;90.252;0;17.103;0;48.686;0;80.006;0;76.108;0;75.732;0;82.787;0;16.908;0
572;4/19/2024 14:56:39:217;88.772;0;88.742;0;88.012;0;87.795;0;90.224;0;73.057;0;90.833;0;91.713;0;90.44;0;17.116;0;48.842;0;79.947;0;76.504;0;75.91;0;82.827;0;16.9;0
573;4/19/2024 14:56:41:217;89.096;0;88.997;0;88.111;0;87.907;0;90.515;0;73.479;0;90.963;0;91.67;0;90.639;0;17.101;0;48.964;0;80.122;0;76.799;0;76.103;0;83.231;0;16.908;0
574;4/19/2024 14:56:43:217;89.213;0;89.364;0;88.233;0;88.116;0;90.734;0;73.814;0;91.08;0;92.419;0;90.804;0;17.106;0;49.059;0;80.181;0;77.243;0;76.387;0;83.62;0;16.919;0
575;4/19/2024 14:56:45:217;88.984;0;89.738;0;88.507;0;88.47;0;90.857;0;74.166;0;91.21;0;93.082;0;90.974;0;17.115;0;49.142;0;80.458;0;77.462;0;76.575;0;83.842;0;16.917;0
576;4/19/2024 14:56:47:217;88.869;0;89.929;0;88.777;0;88.699;0;91.032;0;74.224;0;91.335;0;93.36;0;91.196;0;17.119;0;49.251;0;80.93;0;77.655;0;76.841;0;83.877;0;16.946;0
577;4/19/2024 14:56:49:217;89.035;0;90.071;0;89.025;0;88.862;0;91.214;0;74.596;0;91.497;0;93.221;0;91.305;0;17.135;0;49.428;0;81.204;0;77.898;0;77.095;0;83.753;0;16.928;0
578;4/19/2024 14:56:51:217;89.206;0;90.216;0;89.247;0;89.013;0;91.459;0;74.823;0;91.708;0;93.09;0;91.199;0;17.145;0;49.592;0;81.361;0;78.091;0;77.442;0;84.19;0;16.943;0
579;4/19/2024 14:56:53:217;89.356;0;90.333;0;89.456;0;89.229;0;91.533;0;75.011;0;91.881;0;93.013;0;91.181;0;17.142;0;49.577;0;81.453;0;78.333;0;77.602;0;84.832;0;16.949;0
580;4/19/2024 14:56:55:217;89.521;0;90.501;0;89.637;0;89.494;0;91.486;0;75.266;0;92.031;0;93.132;0;91.429;0;17.153;0;49.466;0;81.351;0;78.589;0;77.773;0;85.35;0;16.949;0
581;4/19/2024 14:56:57:217;89.756;0;90.891;0;89.817;0;89.713;0;91.78;0;75.236;0;92.143;0;93.267;0;91.834;0;17.159;0;49.463;0;81.415;0;78.741;0;77.987;0;85.65;0;16.937;0
582;4/19/2024 14:56:59:217;89.995;0;90.975;0;89.915;0;89.94;0;92.304;0;75.229;0;92.545;0;93.378;0;92.211;0;17.157;0;49.655;0;81.438;0;78.78;0;78.183;0;85.779;0;16.945;0
583;4/19/2024 14:57:01:217;90.234;0;91.029;0;89.961;0;90.232;0;92.4;0;75.803;0;92.632;0;93.453;0;92.465;0;17.146;0;49.992;0;81.539;0;78.945;0;78.371;0;85.921;0;16.934;0
584;4/19/2024 14:57:03:217;90.412;0;91.14;0;90.056;0;90.8;0;92.349;0;76.352;0;92.567;0;93.639;0;92.65;0;17.148;0;50.292;0;81.483;0;79.115;0;78.439;0;86.275;0;16.937;0
585;4/19/2024 14:57:05:217;90.629;0;91.332;0;90.298;0;91.501;0;92.394;0;77.016;0;92.601;0;93.761;0;92.857;0;17.145;0;50.624;0;81.562;0;79.361;0;78.526;0;86.632;0;16.926;0
586;4/19/2024 14:57:07:217;90.881;0;91.587;0;90.579;0;91.644;0;92.562;0;77.445;0;92.669;0;93.817;0;93.045;0;17.134;0;50.813;0;81.62;0;79.679;0;78.709;0;86.869;0;16.918;0
587;4/19/2024 14:57:09:217;91.072;0;91.867;0;90.869;0;91.565;0;92.753;0;77.524;0;92.761;0;93.891;0;93.277;0;17.137;0;50.862;0;81.732;0;79.872;0;78.866;0;87.07;0;16.916;0
588;4/19/2024 14:57:11:217;91.22;0;92.114;0;91.152;0;91.521;0;93.016;0;77.743;0;93.681;0;94.005;0;93.46;0;17.15;0;50.898;0;81.735;0;80.105;0;79.018;0;87.202;0;16.916;0
589;4/19/2024 14:57:13:217;91.395;0;92.305;0;91.427;0;91.6;0;93.298;0;78.139;0;94.271;0;94.087;0;93.634;0;17.126;0;50.908;0;81.806;0;80.382;0;79.275;0;87.315;0;16.924;0
590;4/19/2024 14:57:15:217;91.581;0;92.537;0;91.715;0;91.707;0;93.591;0;78.596;0;94.159;0;94.11;0;93.799;0;17.121;0;50.941;0;81.981;0;80.644;0;79.458;0;87.419;0;16.923;0
591;4/19/2024 14:57:17:217;91.811;0;92.68;0;92.006;0;91.982;0;93.852;0;78.978;0;94.045;0;94.193;0;94.042;0;17.151;0;51.027;0;82.09;0;80.799;0;79.699;0;87.629;0;16.921;0
592;4/19/2024 14:57:19:217;92.02;0;92.788;0;92.279;0;93.052;0;94.123;0;79.086;0;94.222;0;94.38;0;94.249;0;17.133;0;51.116;0;82.227;0;80.966;0;79.755;0;87.787;0;16.959;0
593;4/19/2024 14:57:21:217;92.231;0;92.926;0;92.545;0;94.28;0;94.29;0;79.017;0;94.357;0;94.815;0;94.498;0;17.145;0;51.233;0;82.641;0;81.195;0;79.913;0;87.863;0;16.956;0
594;4/19/2024 14:57:23:217;92.606;0;93.244;0;92.802;0;93.916;0;94.467;0;78.882;0;94.385;0;95.232;0;94.706;0;17.155;0;51.352;0;83.068;0;81.271;0;80.096;0;88.013;0;16.951;0
595;4/19/2024 14:57:25:217;92.606;0;94.342;0;93.03;0;93.528;0;94.639;0;78.982;0;94.669;0;95.516;0;94.846;0;17.156;0;51.482;0;83.469;0;81.337;0;80.264;0;88.099;0;16.953;0
596;4/19/2024 14:57:27:217;92.759;0;94.687;0;93.235;0;93.373;0;94.825;0;79.101;0;95.216;0;96.122;0;94.969;0;17.158;0;51.55;0;83.926;0;81.309;0;80.381;0;88.199;0;16.943;0
597;4/19/2024 14:57:29:217;92.896;0;94.616;0;93.317;0;93.449;0;95.319;0;79.243;0;95.694;0;96.731;0;95.115;0;17.134;0;51.647;0;84.612;0;81.344;0;80.513;0;88.288;0;16.953;0
598;4/19/2024 14:57:31:217;92.908;0;94.558;0;93.352;0;93.566;0;95.69;0;79.276;0;95.928;0;97.171;0;95.321;0;17.159;0;51.724;0;85.219;0;81.327;0;80.631;0;88.339;0;16.952;0
599;4/19/2024 14:57:33:217;93.046;0;94.606;0;93.524;0;93.722;0;95.788;0;79.476;0;96.045;0;97.413;0;95.63;0;17.143;0;51.856;0;85.557;0;81.309;0;80.877;0;88.437;0;16.931;0
600;4/19/2024 14:57:35:217;93.41;0;94.637;0;93.767;0;93.9;0;95.892;0;79.772;0;96.227;0;97.477;0;95.824;0;17.139;0;52.024;0;85.567;0;81.477;0;81.113;0;88.499;0;16.936;0
601;4/19/2024 14:57:37:217;93.743;0;94.793;0;93.963;0;94.129;0;96.143;0;79.954;0;96.334;0;97.477;0;95.969;0;17.15;0;52.072;0;85.656;0;81.708;0;81.286;0;88.379;0;16.96;0
602;4/19/2024 14:57:39:217;93.94;0;95.015;0;94.198;0;94.386;0;96.337;0;80.183;0;96.372;0;97.609;0;96.173;0;17.134;0;52.067;0;85.707;0;81.764;0;81.416;0;88.552;0;16.928;0
603;4/19/2024 14:57:41:217;94.197;0;95.252;0;94.366;0;94.57;0;96.466;0;80.295;0;96.411;0;97.77;0;96.364;0;17.139;0;52.088;0;85.77;0;81.713;0;81.492;0;88.916;0;16.931;0
604;4/19/2024 14:57:43:217;94.495;0;95.481;0;94.572;0;94.794;0;96.716;0;80.358;0;96.571;0;97.821;0;96.509;0;17.127;0;52.135;0;85.933;0;81.946;0;81.659;0;89.207;0;16.92;0
605;4/19/2024 14:57:45:217;95.315;0;95.752;0;94.868;0;95.005;0;96.916;0;80.654;0;96.819;0;97.576;0;96.532;0;17.125;0;52.275;0;86.112;0;82.149;0;81.791;0;89.494;0;16.926;0
606;4/19/2024 14:57:47:217;96.033;0;95.98;0;95.091;0;95.214;0;97.069;0;80.888;0;96.813;0;97.43;0;96.416;0;17.127;0;52.411;0;86.162;0;82.231;0;81.832;0;89.816;0;16.936;0
607;4/19/2024 14:57:49:217;95.916;0;96.374;0;95.317;0;97.423;0;97.246;0;81.059;0;96.855;0;97.594;0;96.528;0;17.143;0;52.523;0;86.201;0;82.274;0;82.074;0;90.127;0;16.961;0
608;4/19/2024 14:57:51:217;95.809;0;96.504;0;95.54;0;97.542;0;97.466;0;81.209;0;96.954;0;97.859;0;96.811;0;17.152;0;52.635;0;86.175;0;82.586;0;82.323;0;90.468;0;16.985;0
609;4/19/2024 14:57:53:217;95.789;0;96.585;0;95.757;0;96.788;0;97.6;0;81.335;0;97.166;0;98.061;0;97.105;0;17.157;0;52.818;0;86.228;0;82.812;0;82.529;0;90.891;0;16.969;0
610;4/19/2024 14:57:55:217;96.008;0;96.692;0;95.973;0;96.473;0;97.76;0;81.579;0;97.426;0;98.099;0;97.456;0;17.168;0;53.142;0;86.236;0;82.952;0;82.669;0;91.171;0;16.966;0
611;4/19/2024 14:57:57:217;96.197;0;96.774;0;96.164;0;96.437;0;97.974;0;81.655;0;97.744;0;98.168;0;97.719;0;17.149;0;53.477;0;86.175;0;83.34;0;82.778;0;91.296;0;16.966;0
612;4/19/2024 14:57:59:217;96.696;0;96.92;0;96.416;0;96.457;0;98.161;0;81.63;0;97.977;0;98.274;0;97.995;0;17.184;0;53.534;0;86.284;0;83.457;0;82.971;0;91.266;0;16.971;0
613;4/19/2024 14:58:01:217;97.246;0;97.093;0;96.598;0;96.686;0;98.397;0;81.441;0;98.13;0;98.316;0;98.256;0;17.191;0;53.496;0;86.493;0;83.655;0;83.105;0;91.276;0;16.977;0
614;4/19/2024 14:58:03:217;97.197;0;97.346;0;96.787;0;96.882;0;98.588;0;81.235;0;98.402;0;98.328;0;98.513;0;17.185;0;53.425;0;86.832;0;83.897;0;83.297;0;91.746;0;16.957;0
615;4/19/2024 14:58:05:217;97.253;0;97.623;0;96.985;0;97.035;0;98.731;0;80.928;0;98.711;0;98.33;0;98.773;0;17.156;0;53.412;0;87.362;0;84.214;0;83.508;0;92.25;0;16.949;0
616;4/19/2024 14:58:07:217;97.457;0;97.843;0;97.043;0;97.139;0;98.822;0;80.828;0;98.956;0;98.522;0;99.06;0;17.16;0;53.51;0;87.578;0;84.56;0;83.726;0;92.489;0;16.944;0
617;4/19/2024 14:58:09:217;97.658;0;97.99;0;97.211;0;97.313;0;98.856;0;81.094;0;99.148;0;99.275;0;99.293;0;17.178;0;53.564;0;87.825;0;85.009;0;83.869;0;92.553;0;16.954;0
618;4/19/2024 14:58:11:217;97.926;0;98.14;0;97.534;0;97.555;0;98.797;0;81.026;0;100.267;0;99.843;0;99.546;0;17.157;0;53.538;0;88.106;0;85.55;0;83.98;0;92.922;0;16.949;0
619;4/19/2024 14:58:13:217;98.076;0;98.25;0;97.914;0;97.756;0;98.784;0;80.876;0;100.918;0;100.115;0;99.749;0;17.156;0;53.483;0;88.409;0;86.049;0;84.184;0;93.567;0;16.941;0
620;4/19/2024 14:58:15:217;98.112;0;98.437;0;98.189;0;98.079;0;98.739;0;80.913;0;101.034;0;100.148;0;99.809;0;17.174;0;53.488;0;88.668;0;86.37;0;84.377;0;94.061;0;16.959;0
621;4/19/2024 14:58:17:217;98.203;0;98.761;0;98.455;0;98.626;0;98.718;0;80.941;0;101.059;0;100.06;0;99.927;0;17.179;0;53.437;0;89.043;0;86.599;0;84.534;0;94.378;0;16.967;0
622;4/19/2024 14:58:19:217;98.267;0;99.142;0;98.607;0;100.053;0;98.914;0;81.066;0;101.019;0;99.987;0;99.855;0;17.187;0;53.57;0;89.338;0;86.673;0;84.606;0;94.523;0;16.987;0
623;4/19/2024 14:58:21:217;98.374;0;99.413;0;98.662;0;100.36;0;99.5;0;81.371;0;100.95;0;100.035;0;99.706;0;17.194;0;53.708;0;89.687;0;87.009;0;84.789;0;94.548;0;16.971;0
624;4/19/2024 14:58:23:217;98.492;0;99.619;0;98.882;0;99.827;0;100.54;0;81.777;0;100.902;0;100.21;0;99.873;0;17.188;0;53.884;0;89.921;0;87.429;0;84.985;0;94.498;0;17;0
625;4/19/2024 14:58:25:217;98.646;0;99.757;0;99.072;0;99.638;0;101.504;0;81.977;0;100.901;0;100.454;0;100.194;0;17.186;0;54.09;0;90.217;0;87.908;0;85.317;0;94.439;0;17.003;0
626;4/19/2024 14:58:27:217;98.904;0;99.892;0;99.159;0;99.576;0;101.732;0;82.084;0;100.788;0;100.708;0;100.581;0;17.178;0;54.299;0;90.398;0;87.915;0;85.576;0;94.509;0;17;0
627;4/19/2024 14:58:29:217;99.222;0;100.149;0;99.347;0;99.666;0;101.785;0;82.039;0;100.8;0;100.993;0;100.909;0;17.19;0;54.447;0;90.635;0;87.903;0;85.785;0;94.268;0;16.984;0
628;4/19/2024 14:58:31:217;99.527;0;100.612;0;99.602;0;99.789;0;101.819;0;81.87;0;101.027;0;101.202;0;101.198;0;17.178;0;54.567;0;90.691;0;87.773;0;85.961;0;93.996;0;16.981;0
629;4/19/2024 14:58:33:217;99.804;0;100.829;0;99.827;0;99.976;0;101.856;0;81.851;0;101.532;0;101.513;0;101.404;0;17.175;0;54.694;0;90.734;0;87.849;0;86.177;0;94.22;0;16.971;0
630;4/19/2024 14:58:35:217;100.062;0;100.988;0;100.082;0;100.14;0;101.911;0;81.932;0;102.225;0;101.872;0;101.64;0;17.166;0;54.834;0;90.708;0;87.898;0;86.283;0;94.632;0;16.959;0
631;4/19/2024 14:58:37:217;100.218;0;101.06;0;100.347;0;101.018;0;102.14;0;82.063;0;102.607;0;102.548;0;101.864;0;17.174;0;54.911;0;91.037;0;87.915;0;86.39;0;94.899;0;16.959;0
632;4/19/2024 14:58:39:217;100.446;0;101.142;0;100.611;0;102.184;0;102.923;0;82.204;0;102.688;0;103.399;0;102.133;0;17.178;0;54.917;0;91.35;0;87.971;0;86.545;0;95.046;0;16.946;0
633;4/19/2024 14:58:41:217;102.157;0;101.33;0;100.875;0;102.197;0;103.364;0;82.412;0;102.611;0;103.975;0;102.297;0;17.18;0;54.907;0;91.564;0;88.178;0;86.818;0;95.215;0;16.954;0
634;4/19/2024 14:58:43:217;102.278;0;101.52;0;101.159;0;101.897;0;103.323;0;82.453;0;102.49;0;104.282;0;102.469;0;17.154;0;54.95;0;91.595;0;88.562;0;87.093;0;95.477;0;16.933;0
635;4/19/2024 14:58:45:217;101.973;0;101.745;0;101.387;0;101.784;0;103.338;0;82.565;0;102.534;0;104.09;0;102.633;0;17.159;0;55.063;0;91.768;0;88.998;0;87.342;0;95.755;0;16.956;0
636;4/19/2024 14:58:47:217;103.43;0;101.93;0;101.587;0;101.792;0;103.343;0;82.758;0;103.556;0;103.728;0;102.754;0;17.174;0;55.194;0;92.046;0;89.408;0;87.617;0;96.119;0;16.98;0
637;4/19/2024 14:58:49:217;103.412;0;102.073;0;101.811;0;101.843;0;103.455;0;83.097;0;104.137;0;103.174;0;102.925;0;17.164;0;55.324;0;92.336;0;89.777;0;87.924;0;96.418;0;16.997;0
638;4/19/2024 14:58:51:217;102.823;0;102.235;0;102.031;0;101.948;0;103.715;0;83.297;0;104.263;0;102.931;0;103.136;0;17.177;0;55.447;0;92.461;0;90.022;0;88.082;0;96.629;0;16.981;0
639;4/19/2024 14:58:53:217;102.603;0;102.405;0;102.148;0;102.181;0;103.967;0;83.596;0;104.336;0;103.096;0;103.354;0;17.193;0;55.579;0;92.455;0;90.144;0;88.283;0;96.863;0;16.994;0
640;4/19/2024 14:58:55:217;102.465;0;102.943;0;102.268;0;102.368;0;104.232;0;83.823;0;104.505;0;103.387;0;103.573;0;17.192;0;55.601;0;92.448;0;90.213;0;88.433;0;97.04;0;16.991;0
641;4/19/2024 14:58:57:217;102.734;0;103.314;0;102.282;0;102.558;0;104.543;0;83.941;0;105.072;0;103.729;0;103.724;0;17.202;0;55.599;0;92.613;0;90.409;0;88.663;0;97.124;0;17.007;0
