Name:,Data 0x2007 0x0957 4/4/2023 10:34:32 2
Owner:,matth
Comments:,
Acquisition Date:,4/04/2023 10:34:32
&Instrument:,34972A,Address:,USB0::0x0957::0x2007::MY57007646::INSTR,Modules:,1,Slot1:,34901A
Total Channels:,22
Channel,Name,Function,Range,Resolution,AdvSettings,Scale,Gain,Offset,Label,Test,Low,High,HWAlarm
101,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
102,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
103,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
104,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
105,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
106,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
107,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
108,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
109,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
110,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
111,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
112,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
113,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
114,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
115,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
116,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
117,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
118,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
119,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
120,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
121,,DC Current,Auto,5.5,DC Current#1#0.016#Auto#0.001,False,1,0,ADC,Off,0,1,Alarm 1
122,,DC Current,Auto,5.5,DC Current#1#0.016#Auto#0.001,False,1,0,ADC,Off,0,1,Alarm 1
Scan  Control:,Start Action:,Immediately,Stop Action:,User Terminated
Scan,Time,101 (C),Alarm 101,102 (C),Alarm 102,103 (C),Alarm 103,104 (C),Alarm 104,105 (C),Alarm 105,106 (C),Alarm 106,107 (C),Alarm 107,108 (C),Alarm 108,109 (C),Alarm 109,110 (C),Alarm 110,111 (C),Alarm 111,112 (C),Alarm 112,113 (C),Alarm 113,114 (C),Alarm 114,115 (C),Alarm 115,116 (C),Alarm 116,117 (C),Alarm 117,118 (C),Alarm 118,119 (C),Alarm 119,120 (C),Alarm 120,121 (ADC),Alarm 121,122 (ADC),Alarm 122
28,4/04/2023 10:57:06:228,128.71,0,-9.9E+37,0,130.138,0,-158.208,0,129.521,0,129.278,0,131.488,0,114.584,0,131.713,0,132.491,0,140.233,0,17.913,0,51.323,0,126.293,0,124.977,0,124.96,0,258.99,0,129.929,0,17.633,0,-9.9E+37,0,-1.241E-07,0,1.241E-07,0
29,4/04/2023 10:57:16:228,129.906,0,-9.9E+37,0,131.357,0,-199.557,0,130.823,0,130.354,0,132.453,0,115.079,0,133.189,0,133.068,0,141.157,0,17.915,0,51.62,0,126.93,0,125.2,0,126.14,0,259.673,0,130.847,0,17.628,0,-9.9E+37,0,8.27E-08,0,4.14E-08,0
30,4/04/2023 10:57:26:228,130.831,0,-115.323,0,132.555,0,-183.607,0,131.671,0,131.376,0,133.541,0,116.405,0,133.917,0,133.861,0,142.23,0,17.892,0,51.742,0,129.124,0,126.378,0,126.881,0,260.133,0,132.365,0,17.673,0,-117.577,0,4.14E-08,0,-1.448E-07,0
31,4/04/2023 10:57:36:228,131.961,0,-94.364,0,133.65,0,-169.548,0,132.509,0,132.353,0,134.523,0,116.791,0,135.075,0,135.024,0,143.052,0,17.896,0,52.179,0,129.851,0,127.399,0,127.919,0,261.46,0,133.573,0,17.719,0,-128.134,0,2.07E-08,0,1.655E-07,0
32,4/04/2023 10:57:46:228,132.988,0,-190.527,0,134.491,0,-142.2,0,133.633,0,133.543,0,135.574,0,118.74,0,136.027,0,136.304,0,144.027,0,17.926,0,52.429,0,130.088,0,128.215,0,128.869,0,261.634,0,133.989,0,17.728,0,-9.9E+37,0,-2.07E-08,0,1.034E-07,0
33,4/04/2023 10:57:56:228,134.069,0,-9.9E+37,0,135.684,0,-9.9E+37,0,134.709,0,134.536,0,136.613,0,122.004,0,136.762,0,136.873,0,145.207,0,17.941,0,52.881,0,130.979,0,128.891,0,129.628,0,260.948,0,135.208,0,17.746,0,-9.9E+37,0,0,0,1.861E-07,0
34,4/04/2023 10:58:06:228,135.124,0,-108.726,0,136.476,0,-134.903,0,135.873,0,135.38,0,137.559,0,123.172,0,138.05,0,137.384,0,145.524,0,17.923,0,53.188,0,132.895,0,131.656,0,130.958,0,261.61,0,136.242,0,17.691,0,-131.591,0,-2.07E-08,0,8.27E-08,0
35,4/04/2023 10:58:16:228,136.055,0,-96.972,0,137.351,0,-180.63,0,136.473,0,136.586,0,138.669,0,123.712,0,138.589,0,139.069,0,146.79,0,17.905,0,53.334,0,134.202,0,132.077,0,131.618,0,260.782,0,137.4,0,17.656,0,-142.665,0,2.068E-07,0,-4.14E-08,0
36,4/04/2023 10:58:26:228,137.018,0,-130.645,0,138.552,0,-9.9E+37,0,137.874,0,137.55,0,139.773,0,124.017,0,139.941,0,140.251,0,147.954,0,17.905,0,53.607,0,135.052,0,133.148,0,132.741,0,262.314,0,138.452,0,17.651,0,-9.9E+37,0,1.448E-07,0,-2.07E-08,0
37,4/04/2023 10:58:36:228,138.122,0,-9.9E+37,0,139.648,0,-9.9E+37,0,138.981,0,139.065,0,140.736,0,125.285,0,140.768,0,141.643,0,149.04,0,17.886,0,53.993,0,135.608,0,134.38,0,133.682,0,263.129,0,139.593,0,17.612,0,-9.9E+37,0,2.068E-07,0,1.448E-07,0
38,4/04/2023 10:58:46:228,139.242,0,-9.9E+37,0,140.721,0,-155.687,0,139.921,0,139.356,0,141.784,0,126.92,0,142.3,0,142.258,0,150.177,0,17.884,0,54.122,0,137.419,0,134.564,0,134.389,0,263.702,0,140.409,0,17.543,0,-9.9E+37,0,4.14E-08,0,-2.07E-08,0
39,4/04/2023 10:58:56:228,140.299,0,-9.9E+37,0,142.148,0,-74.52,0,141.75,0,140.865,0,142.858,0,127.544,0,143.254,0,143.917,0,150.559,0,17.897,0,54.516,0,137.45,0,136.147,0,135.687,0,264.554,0,141.42,0,17.571,0,-9.9E+37,0,2.07E-08,0,1.448E-07,0
1,4/04/2023 10:59:06:290,141.413,0,-9.9E+37,0,142.783,0,-123.559,0,142.123,0,141.682,0,143.762,0,128.486,0,144.091,0,144.117,0,151.902,0,17.931,0,54.865,0,138.279,0,137.001,0,136.616,0,264.818,0,142.772,0,17.606,0,-9.9E+37,0,2.07E-08,0,1.034E-07,0
2,4/04/2023 10:59:16:274,142.235,0,-9.9E+37,0,144.005,0,-70.085,0,142.866,0,142.726,0,144.833,0,128.607,0,144.991,0,145.437,0,152.73,0,17.944,0,55.119,0,140.147,0,138.1,0,137.431,0,265.084,0,143.96,0,17.567,0,-9.9E+37,0,2.068E-07,0,-6.2E-08,0
3,4/04/2023 10:59:26:274,143.221,0,-9.9E+37,0,144.813,0,-75.882,0,144.122,0,143.725,0,145.971,0,130.309,0,146.116,0,146.196,0,153.803,0,17.941,0,55.39,0,141.129,0,139.118,0,138.719,0,263.659,0,144.956,0,17.572,0,-9.9E+37,0,-4.14E-08,0,1.034E-07,0
4,4/04/2023 10:59:36:274,144.213,0,-130.246,0,146.344,0,-9.9E+37,0,145.195,0,144.675,0,146.835,0,131.505,0,147.338,0,147.376,0,154.616,0,17.918,0,55.676,0,141.72,0,140.798,0,139.695,0,265.12,0,146.131,0,17.617,0,-149.058,0,-2.07E-08,0,8.27E-08,0
5,4/04/2023 10:59:46:274,145.252,0,-104.955,0,147.072,0,-9.9E+37,0,146.053,0,145.643,0,147.889,0,133.026,0,147.871,0,149.037,0,155.718,0,17.902,0,56.009,0,142.759,0,140.355,0,141.139,0,267.009,0,146.877,0,17.691,0,-108.209,0,1.241E-07,0,-8.27E-08,0
6,4/04/2023 10:59:56:274,146.125,0,-101.122,0,147.997,0,-9.9E+37,0,147.196,0,146.752,0,148.874,0,134.229,0,149.043,0,149.232,0,156.489,0,17.889,0,56.274,0,144.718,0,141.868,0,142.595,0,267.548,0,147.812,0,17.713,0,-138.309,0,-2.07E-08,0,1.241E-07,0
7,4/04/2023 11:00:06:274,147.384,0,-157.297,0,148.768,0,-9.9E+37,0,148.145,0,147.778,0,149.77,0,136.068,0,149.614,0,150.601,0,157.325,0,17.894,0,56.47,0,145.956,0,143.223,0,143.417,0,266.137,0,148.854,0,17.702,0,-151.877,0,8.27E-08,0,-2.07E-08,0
8,4/04/2023 11:00:16:274,148.412,0,-9.9E+37,0,150.039,0,-59.53,0,149.166,0,148.853,0,150.977,0,136.691,0,151.017,0,151.639,0,158.53,0,17.912,0,56.762,0,146.825,0,144.173,0,144.131,0,264.276,0,149.573,0,17.792,0,-9.9E+37,0,1.241E-07,0,1.034E-07,0
9,4/04/2023 11:00:26:274,149.297,0,-9.9E+37,0,150.929,0,-48.569,0,150.381,0,149.903,0,151.822,0,137.128,0,151.994,0,152.161,0,159.608,0,17.93,0,57.091,0,147.714,0,146.015,0,145.087,0,264.579,0,150.876,0,17.896,0,-9.9E+37,0,0,0,8.27E-08,0
10,4/04/2023 11:00:36:274,150.502,0,-146.717,0,152.081,0,-9.9E+37,0,151.086,0,151.114,0,152.885,0,138.274,0,153.054,0,153.358,0,160.25,0,17.925,0,57.405,0,148.651,0,147.163,0,146.202,0,264.424,0,151.562,0,17.862,0,-9.9E+37,0,4.14E-08,0,8.27E-08,0
11,4/04/2023 11:00:46:274,150.991,0,-114.42,0,153.096,0,-9.9E+37,0,151.889,0,151.782,0,153.79,0,139.368,0,153.991,0,154.495,0,161.313,0,17.954,0,57.679,0,149.952,0,148.639,0,147.549,0,265.345,0,152.933,0,17.843,0,-130.094,0,1.241E-07,0,-4.14E-08,0
12,4/04/2023 11:00:56:274,152.433,0,-111.629,0,153.995,0,-9.9E+37,0,153.217,0,153.073,0,154.871,0,142.261,0,154.774,0,155.72,0,162.155,0,17.949,0,57.894,0,150.71,0,150.277,0,148.769,0,264.088,0,153.932,0,17.801,0,-131.771,0,1.448E-07,0,4.14E-08,0
13,4/04/2023 11:01:06:274,153.348,0,-168.173,0,155.21,0,-9.9E+37,0,154.194,0,154.004,0,155.905,0,142.285,0,155.927,0,157.415,0,162.939,0,17.928,0,58.228,0,151.986,0,150.522,0,149.463,0,264.153,0,154.849,0,17.797,0,-150.176,0,1.448E-07,0,0,0
14,4/04/2023 11:01:16:274,154.629,0,-9.9E+37,0,156.336,0,26.271,0,155.357,0,154.707,0,156.852,0,142.9,0,156.716,0,157.207,0,164.117,0,17.92,0,58.524,0,152.983,0,150.906,0,149.927,0,264.67,0,155.854,0,17.75,0,-9.9E+37,0,-1.034E-07,0,-6.2E-08,0
15,4/04/2023 11:01:26:274,155.321,0,-159.812,0,157.051,0,-108.719,0,156.156,0,155.714,0,157.959,0,144.863,0,158.458,0,158.543,0,165.194,0,17.904,0,58.68,0,153.535,0,152.529,0,151.203,0,263.796,0,156.049,0,17.707,0,-195.139,0,8.27E-08,0,8.27E-08,0
16,4/04/2023 11:01:36:274,156.423,0,-161.567,0,158.078,0,-9.9E+37,0,157.255,0,156.772,0,158.613,0,145.118,0,159.298,0,159.505,0,166.057,0,17.936,0,58.938,0,154.851,0,152.95,0,152.624,0,264.552,0,158.016,0,17.755,0,-150.812,0,-4.14E-08,0,6.2E-08,0
17,4/04/2023 11:01:46:274,157.402,0,-9.9E+37,0,159.078,0,-35.265,0,158.089,0,157.745,0,159.869,0,146.121,0,159.789,0,160.15,0,167.287,0,17.978,0,59.119,0,156.042,0,154.036,0,153.54,0,264.903,0,158.817,0,17.827,0,-9.9E+37,0,4.14E-08,0,4.14E-08,0
18,4/04/2023 11:01:56:274,158.372,0,-140.036,0,159.996,0,-9.9E+37,0,159.162,0,159.245,0,160.698,0,145.307,0,160.951,0,161.794,0,167.989,0,17.978,0,59.433,0,155.797,0,154.449,0,154.335,0,266.398,0,160.106,0,17.74,0,-134.54,0,2.07E-08,0,1.241E-07,0
19,4/04/2023 11:02:06:274,159.288,0,-154.012,0,161.037,0,-66.302,0,160.517,0,159.915,0,161.653,0,148.373,0,162.152,0,162.213,0,168.947,0,17.972,0,59.731,0,157.876,0,155.967,0,155.611,0,265.104,0,160.698,0,17.711,0,-9.9E+37,0,6.2E-08,0,1.448E-07,0
20,4/04/2023 11:02:16:274,160.242,0,-9.9E+37,0,161.818,0,-9.9E+37,0,161.428,0,160.597,0,162.789,0,148.879,0,163.043,0,162.899,0,169.647,0,17.983,0,59.998,0,158.799,0,156.122,0,156.498,0,265.084,0,161.77,0,17.726,0,-9.9E+37,0,8.27E-08,0,0,0
21,4/04/2023 11:02:26:274,161.371,0,-72.89,0,162.625,0,-197.164,0,162.42,0,161.862,0,163.729,0,148.782,0,163.701,0,164.317,0,170.7,0,17.978,0,60.292,0,159.73,0,158.214,0,157.758,0,265.301,0,162.817,0,17.771,0,-119.161,0,2.07E-08,0,6.2E-08,0
22,4/04/2023 11:02:36:274,162.265,0,5.265,0,163.778,0,-146.298,0,162.983,0,162.717,0,164.684,0,150.295,0,164.778,0,164.837,0,171.45,0,17.991,0,60.578,0,160.683,0,159.25,0,158.308,0,266.269,0,163.744,0,17.763,0,-177.81,0,4.14E-08,0,-4.14E-08,0
23,4/04/2023 11:02:46:274,163.124,0,-9.9E+37,0,165.159,0,-9.9E+37,0,164.06,0,163.577,0,165.756,0,150.892,0,165.786,0,165.737,0,172.672,0,17.954,0,60.933,0,161.319,0,160.707,0,159.345,0,265.41,0,164.998,0,17.836,0,-9.9E+37,0,0,0,4.14E-08,0
24,4/04/2023 11:02:56:274,164.053,0,-134.498,0,165.74,0,-191.435,0,164.772,0,164.543,0,166.444,0,152.185,0,166.869,0,167.3,0,173.508,0,17.984,0,61.057,0,162.763,0,161.778,0,160.817,0,264.816,0,165.763,0,17.93,0,-9.9E+37,0,1.241E-07,0,4.14E-08,0
25,4/04/2023 11:03:06:274,165.165,0,4.125,0,167.546,0,-9.9E+37,0,165.588,0,165.277,0,167.498,0,152.708,0,167.754,0,168.245,0,174.375,0,18.012,0,61.382,0,163.42,0,162.599,0,161.269,0,264.036,0,166.834,0,17.977,0,-98.01,0,-2.07E-08,0,6.2E-08,0
26,4/04/2023 11:03:16:274,166.054,0,-9.9E+37,0,168.197,0,-54.236,0,166.914,0,166.499,0,168.517,0,156.162,0,168.621,0,169.321,0,175.299,0,18.024,0,61.623,0,164.682,0,163.482,0,162.595,0,263.494,0,167.643,0,17.932,0,-9.9E+37,0,-8.27E-08,0,2.07E-08,0
27,4/04/2023 11:03:26:274,167.184,0,-126.401,0,169.031,0,-9.9E+37,0,168.033,0,167.513,0,169.425,0,157.66,0,169.701,0,170.257,0,176.284,0,18.033,0,62.138,0,165.926,0,163.791,0,163.192,0,263.234,0,168.627,0,17.886,0,-123.438,0,1.034E-07,0,-4.14E-08,0
28,4/04/2023 11:03:36:274,168.161,0,-145.205,0,169.876,0,-53.344,0,169.076,0,168.337,0,170.571,0,157.134,0,170.981,0,171.299,0,177.265,0,18.009,0,62.194,0,167.66,0,164.94,0,164.425,0,264.473,0,169.958,0,17.884,0,-9.9E+37,0,2.07E-08,0,-8.27E-08,0
29,4/04/2023 11:03:46:274,168.908,0,-177.419,0,170.887,0,-9.9E+37,0,170.013,0,169.459,0,171.337,0,158.249,0,171.597,0,171.822,0,177.9,0,17.999,0,62.456,0,168.204,0,165.79,0,165.629,0,263.821,0,170.539,0,17.849,0,-190.005,0,-2.07E-08,0,8.27E-08,0
30,4/04/2023 11:03:56:274,169.829,0,-169.419,0,172.118,0,-145.5,0,170.723,0,170.266,0,172.456,0,160.991,0,172.222,0,172.485,0,178.526,0,17.999,0,62.717,0,168.373,0,166.547,0,166.502,0,263.376,0,171.413,0,17.865,0,-173.048,0,2.07E-08,0,2.07E-08,0
31,4/04/2023 11:04:06:274,171.12,0,-9.9E+37,0,172.63,0,-9.9E+37,0,171.998,0,171.082,0,173.317,0,161.543,0,173.394,0,174.092,0,179.917,0,18.012,0,62.977,0,169.6,0,168.767,0,167.123,0,264.582,0,172.308,0,17.852,0,-187.256,0,-1.034E-07,0,6.2E-08,0
32,4/04/2023 11:04:16:274,171.767,0,-132.836,0,173.418,0,-27.848,0,172.681,0,172.162,0,174.185,0,161.493,0,174.127,0,174.874,0,180.442,0,18.013,0,63.252,0,170.717,0,169.702,0,168.22,0,263.869,0,173.435,0,17.851,0,-9.9E+37,0,2.07E-08,0,-6.2E-08,0
33,4/04/2023 11:04:26:274,172.701,0,-173.921,0,174.528,0,-9.9E+37,0,173.754,0,173.088,0,175.046,0,162.854,0,175.427,0,175.799,0,181.543,0,18.037,0,63.303,0,172.039,0,170.489,0,169.006,0,263.789,0,174.332,0,17.861,0,-168.177,0,6.2E-08,0,-4.14E-08,0
34,4/04/2023 11:04:36:274,173.715,0,-188.03,0,175.752,0,-36.567,0,174.667,0,174.023,0,176.081,0,163.732,0,176.111,0,176.054,0,182.315,0,18.056,0,63.66,0,172.053,0,171.36,0,170.256,0,263.482,0,175.349,0,17.852,0,-9.9E+37,0,0,0,1.448E-07,0
35,4/04/2023 11:04:46:274,174.62,0,-119.484,0,177.056,0,-9.9E+37,0,175.324,0,174.92,0,176.974,0,165.055,0,177.15,0,177.749,0,183.45,0,18.033,0,63.935,0,173.645,0,172.186,0,170.731,0,264.662,0,176.31,0,17.865,0,-122.398,0,-4.14E-08,0,4.14E-08,0
36,4/04/2023 11:04:56:274,175.726,0,-146.335,0,177.495,0,-9.9E+37,0,177.024,0,176.043,0,177.913,0,166.504,0,177.822,0,178.045,0,184.153,0,18.017,0,64.095,0,174.141,0,173.3,0,172.706,0,264.574,0,177.011,0,17.852,0,-180.323,0,6.2E-08,0,4.14E-08,0
37,4/04/2023 11:05:06:274,176.448,0,-9.9E+37,0,178.201,0,-25.784,0,177.772,0,176.91,0,178.593,0,167.465,0,179.231,0,179.827,0,184.967,0,17.993,0,64.461,0,175.228,0,173.886,0,172.991,0,264.879,0,177.976,0,17.844,0,-9.9E+37,0,6.2E-08,0,-1.034E-07,0
1,4/04/2023 11:05:18:239,177.477,0,-9.9E+37,0,179.219,0,-9.9E+37,0,178.626,0,178.065,0,179.745,0,168.135,0,179.731,0,180.869,0,185.501,0,17.977,0,64.669,0,176.452,0,176.355,0,174.517,0,264.496,0,179.287,0,17.77,0,-9.9E+37,0,0,0,8.27E-08,0
2,4/04/2023 11:05:28:223,178.429,0,-70.652,0,180.387,0,-9.9E+37,0,179.615,0,178.853,0,180.711,0,169.828,0,181.772,0,181.361,0,186.903,0,17.959,0,64.761,0,176.634,0,176.384,0,175.618,0,264.17,0,180.218,0,17.731,0,-115.984,0,6.2E-08,0,1.448E-07,0
3,4/04/2023 11:05:38:223,179.322,0,-9.9E+37,0,181.52,0,-9.9E+37,0,180.203,0,179.668,0,181.836,0,170.214,0,181.48,0,182.121,0,187.91,0,17.98,0,65.18,0,178.049,0,176.807,0,176.17,0,264.12,0,180.609,0,17.765,0,-9.9E+37,0,6.2E-08,0,0,0
4,4/04/2023 11:05:48:223,180.324,0,-78.136,0,182.072,0,-148.583,0,181.207,0,180.881,0,182.413,0,170.72,0,182.475,0,183.381,0,188.262,0,18.017,0,65.439,0,179.003,0,177.69,0,177.294,0,264.457,0,181.699,0,17.854,0,-118.433,0,1.241E-07,0,1.241E-07,0
5,4/04/2023 11:05:58:223,181.014,0,-9.9E+37,0,183.002,0,-9.9E+37,0,181.939,0,181.352,0,183.196,0,171.044,0,183.316,0,184.132,0,188.83,0,18.022,0,65.592,0,179.714,0,178.441,0,178.317,0,265.321,0,182.632,0,17.91,0,-9.9E+37,0,4.14E-08,0,-1.241E-07,0
6,4/04/2023 11:06:08:223,181.773,0,-150.317,0,184.052,0,-34.207,0,182.708,0,182.031,0,184.248,0,173.534,0,183.932,0,184.592,0,189.488,0,18.006,0,65.871,0,180.962,0,179.911,0,178.386,0,265.225,0,183.285,0,17.949,0,-9.9E+37,0,-4.14E-08,0,1.034E-07,0
7,4/04/2023 11:06:18:223,182.569,0,-87.204,0,184.533,0,-9.9E+37,0,183.504,0,182.891,0,184.486,0,173.616,0,184.776,0,185.935,0,190.017,0,18.001,0,66.159,0,180.788,0,179.758,0,179.396,0,266.064,0,183.909,0,17.957,0,-113.968,0,1.241E-07,0,-2.07E-08,0
8,4/04/2023 11:06:28:223,183.315,0,-9.9E+37,0,185.099,0,-66.262,0,184.435,0,183.925,0,185.364,0,174.057,0,185.55,0,186.065,0,190.35,0,18.022,0,66.24,0,181.687,0,180.387,0,179.885,0,266.793,0,184.316,0,17.933,0,-9.9E+37,0,1.241E-07,0,-2.07E-08,0
9,4/04/2023 11:06:38:223,184.2,0,-99.768,0,185.826,0,-101.304,0,185.617,0,184.406,0,186.033,0,173.991,0,185.968,0,187.278,0,191.032,0,18.014,0,66.474,0,182.3,0,181.609,0,180.459,0,266.672,0,185.25,0,17.933,0,-171.509,0,-4.14E-08,0,-6.2E-08,0
10,4/04/2023 11:06:48:223,184.74,0,-103.001,0,186.716,0,-9.9E+37,0,185.819,0,184.966,0,186.923,0,175.63,0,186.649,0,187.315,0,191.432,0,18.015,0,66.79,0,183.371,0,182.031,0,181.63,0,267.215,0,185.925,0,17.952,0,-132.653,0,-8.27E-08,0,1.241E-07,0
11,4/04/2023 11:06:58:223,185.459,0,-160.181,0,187.649,0,-9.9E+37,0,186.828,0,185.942,0,187.445,0,176.197,0,187.191,0,188.258,0,191.781,0,18.046,0,66.921,0,183.516,0,182.196,0,181.733,0,267.841,0,186.664,0,18.02,0,-176.217,0,8.27E-08,0,1.034E-07,0
12,4/04/2023 11:07:08:223,186.167,0,-9.9E+37,0,187.722,0,-49.123,0,186.96,0,186.88,0,187.815,0,177.134,0,187.856,0,188.73,0,192.271,0,18.088,0,67.073,0,183.955,0,182.336,0,182.378,0,269.174,0,187.111,0,18.041,0,-9.9E+37,0,6.2E-08,0,0,0
13,4/04/2023 11:07:18:223,186.683,0,-9.9E+37,0,188.631,0,-41.109,0,187.476,0,186.986,0,188.6,0,178.073,0,188.617,0,189.272,0,192.705,0,18.064,0,67.256,0,185.222,0,184.964,0,182.574,0,269.938,0,187.64,0,18.084,0,-9.9E+37,0,4.14E-08,0,2.068E-07,0
14,4/04/2023 11:07:28:223,187.259,0,-181.393,0,189.411,0,-136.876,0,188.126,0,187.692,0,189.092,0,178.657,0,188.736,0,189.269,0,192.945,0,18.053,0,67.348,0,185.304,0,184.668,0,183.621,0,270.934,0,188.238,0,18.081,0,-9.9E+37,0,-2.07E-08,0,1.655E-07,0
15,4/04/2023 11:07:38:223,187.862,0,-132.254,0,189.535,0,-9.9E+37,0,188.525,0,188.134,0,189.726,0,179.289,0,189.514,0,189.906,0,193.503,0,18.043,0,67.429,0,184.68,0,184.816,0,184.031,0,271.49,0,188.769,0,18.065,0,-145.647,0,-2.07E-08,0,-2.07E-08,0
16,4/04/2023 11:07:48:223,188.412,0,-9.9E+37,0,189.919,0,-9.9E+37,0,189.191,0,188.671,0,189.997,0,179.524,0,189.849,0,190.444,0,193.52,0,18.011,0,67.551,0,186.071,0,185.932,0,185.297,0,272.452,0,189.304,0,18.063,0,-147.565,0,1.241E-07,0,8.27E-08,0
17,4/04/2023 11:07:58:223,188.828,0,-109.862,0,190.921,0,-9.9E+37,0,189.707,0,189.122,0,190.588,0,180.111,0,190.51,0,191.23,0,194.263,0,18.022,0,67.631,0,186.738,0,186.904,0,185.473,0,273.404,0,189.44,0,18.032,0,-138.032,0,0,0,8.27E-08,0
18,4/04/2023 11:08:08:223,189.356,0,-89,0,191.028,0,-9.9E+37,0,190.106,0,189.529,0,190.945,0,181.189,0,190.926,0,191.506,0,194.557,0,18.006,0,67.738,0,187.329,0,186.615,0,185.462,0,274.723,0,190.21,0,18.04,0,-115.789,0,2.07E-08,0,4.14E-08,0
19,4/04/2023 11:08:18:223,189.771,0,-122.814,0,191.698,0,-9.9E+37,0,190.579,0,189.96,0,191.389,0,181.953,0,191.47,0,192.611,0,194.77,0,18.064,0,67.765,0,188.08,0,186.704,0,186.268,0,276.162,0,190.571,0,18.11,0,-144.884,0,-6.2E-08,0,6.2E-08,0
20,4/04/2023 11:08:28:223,190.262,0,-9.9E+37,0,192.157,0,-98.408,0,190.93,0,190.581,0,191.954,0,182.879,0,191.617,0,192.533,0,195.014,0,18.072,0,67.922,0,187.358,0,187.085,0,187.164,0,276.571,0,190.783,0,18.163,0,-9.9E+37,0,0,0,-6.2E-08,0
21,4/04/2023 11:08:38:223,190.754,0,-9.9E+37,0,192.53,0,-34.264,0,191.557,0,190.737,0,192.155,0,182.015,0,192.127,0,193.215,0,195.131,0,18.093,0,68.032,0,188.844,0,187.661,0,187.103,0,278.025,0,191.454,0,18.168,0,-9.9E+37,0,1.034E-07,0,4.14E-08,0
22,4/04/2023 11:08:48:223,190.939,0,-155.883,0,192.884,0,-131.542,0,191.818,0,191.287,0,192.787,0,182.348,0,192.397,0,193.125,0,195.239,0,18.087,0,68.077,0,188.789,0,188.832,0,187.37,0,279.178,0,191.827,0,18.205,0,-198.243,0,4.14E-08,0,-4.14E-08,0
23,4/04/2023 11:08:58:223,191.52,0,-102.785,0,193.324,0,-9.9E+37,0,192.196,0,191.657,0,193.138,0,183.653,0,192.789,0,193.626,0,195.447,0,18.074,0,68.23,0,189.13,0,188.005,0,188.52,0,280.806,0,192.271,0,18.215,0,-115.639,0,4.14E-08,0,-2.07E-08,0
24,4/04/2023 11:09:08:223,192.065,0,-93.696,0,193.868,0,-9.9E+37,0,192.71,0,192.045,0,193.364,0,184.069,0,193.318,0,193.894,0,195.843,0,18.084,0,68.32,0,189.463,0,188.662,0,188.526,0,282.743,0,192.64,0,18.218,0,-122.844,0,-2.07E-08,0,1.034E-07,0
25,4/04/2023 11:09:18:223,192.423,0,-97.102,0,194.19,0,-9.9E+37,0,193.034,0,192.484,0,193.878,0,184.223,0,193.649,0,194.182,0,195.98,0,18.101,0,68.478,0,190.305,0,190.184,0,188.297,0,284.48,0,192.958,0,18.193,0,-121.789,0,2.07E-08,0,6.2E-08,0
